received,null,87,7,received,receiv,JJ,O,JJ,9,amod,0,0,0,0,0,0,0,0,0,0,0,0,0,0
form,null,88,8,form,form,NN,O,NN,4,nmod,0,0,0,0,0,0,0,0,1,0,0,0,0,0
.,null,89,9,.,.,.,O,_,_,_,0,25,15,0,3,1,0,6,0,0,0,0,0,0

A,null,0,0,A,A,DT,O,DT,2,det,0,5,5,0,0,0,0,0,241,0,0,0,1,1
mixture,B-intrmed,1,1,mixture,mixtur,NN,O,NN,21,nsubjpass,0,131,129,1,0,1,0,0,5,0,0,0,0,0
of,null,2,2,of,of,IN,O,IN,5,case,1,340,2,247,2,0,78,11,1,0,0,0,0,0
sodium,B-material,3,3,sodium,sodium,NN,O,NN,5,compound,0,45,45,0,0,0,0,0,200,0,0,0,0,0
hydroxide,I-material,4,4,hydroxide,hydroxid,NN,O,NN,2,nmod,0,31,27,4,0,0,0,0,58,0,0,0,0,0
(,null,5,5,(,(,FW,O,FW,8,compound,0,412,241,164,4,0,0,3,0,0,0,0,0,0
NaOH,B-material,6,6,NaOH,NaOH,FW,O,FW,8,compound,0,81,78,3,0,0,0,0,1,0,0,0,1,0
),null,7,7,),),NN,O,NN,5,dep,0,412,241,164,4,0,0,3,0,0,0,0,0,0
and,null,8,8,and,and,CC,O,CC,5,cc,1,27,1,6,10,6,3,1,0,0,0,0,0,0
sodium,B-material,9,9,sodium,sodium,NN,O,NN,11,compound,0,45,45,0,0,0,0,0,200,0,0,0,0,0
silicate,I-material,10,10,silicate,silic,NN,O,NN,5,conj,0,0,0,0,0,0,0,0,22,0,0,0,0,0
or,null,11,11,or,or,CC,O,CC,11,cc,1,0,0,0,0,0,0,0,0,0,0,0,0,0
water,B-material,12,12,water,water,NN,O,NN,11,conj,0,396,374,0,19,0,0,3,19,0,0,0,0,0
glass,I-material,13,13,glass,glass,NN,O,NN,11,dep,0,2,0,0,0,0,0,2,4,0,0,0,0,0
(,null,14,14,(,(,FW,O,FW,14,compound,0,412,241,164,4,0,0,3,0,0,0,0,0,0
Na2SiO2·(OH)2·4H2O,B-material,15,15,Na2SiO2·(OH)2·4H2O,Na2SiO2·(OH)2·4H2O,FW,O,FW,14,compound,0,0,0,0,0,0,0,0,0,0,1,0,1,0
),null,16,16,),),FW,O,FW,14,compound,0,412,241,164,4,0,0,3,0,0,0,0,0,0
),null,17,17,),),FW,O,FW,14,dep,0,412,241,164,4,0,0,3,0,0,0,0,0,0
solution,B-descriptor,18,18,solution,solut,NN,O,NN,11,dep,0,345,192,0,145,7,0,1,130,0,0,0,0,0
was,null,19,19,wa,wa,VBD,O,VBD,21,auxpass,1,13,0,13,0,0,0,0,0,0,0,0,0,0
used,B-operation,20,20,used,use,VBN,O,VBN,0,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as,null,21,21,a,as,IN,O,IN,25,case,1,0,0,0,0,0,0,0,1,0,0,0,0,0
the,null,22,22,the,the,DT,O,DT,25,det,1,40,0,20,0,4,12,4,0,0,0,0,0,0
alkaline,B-descriptor,23,23,alkaline,alkalin,NN,O,NN,25,compound,0,2,0,0,2,0,0,0,0,0,0,0,0,0
activator,B-intrmed,24,24,activator,activ,NN,O,NN,21,nmod,0,0,0,0,0,0,0,0,1,0,0,0,0,0
.,null,25,25,.,.,.,O,_,_,_,0,25,15,0,3,1,0,6,0,0,0,0,0,0

In,null,26,0,In,In,IN,O,IN,4,mark,0,1,0,1,0,0,0,0,14,0,0,0,1,0
order,null,27,1,order,order,NN,O,NN,1,mwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0
to,null,28,2,to,to,TO,O,TO,4,mark,1,80,0,20,0,14,46,0,0,0,0,0,0,0
test,null,29,3,test,test,VB,O,VB,26,advcl,0,0,0,0,0,0,0,0,3,0,0,0,0,0
the,null,30,4,the,the,DT,O,DT,6,det,1,40,0,20,0,4,12,4,0,0,0,0,0,0
effect,null,31,5,effect,effect,NN,O,NN,4,dobj,0,0,0,0,0,0,0,0,0,0,0,0,0,0
of,null,32,6,of,of,IN,O,IN,9,case,1,340,2,247,2,0,78,11,1,0,0,0,0,0
sodium,B-material,33,7,sodium,sodium,NN,O,NN,9,compound,0,45,45,0,0,0,0,0,200,0,0,0,0,0
hydroxide,I-material,34,8,hydroxide,hydroxid,NN,O,NN,6,nmod,0,31,27,4,0,0,0,0,58,0,0,0,0,0
and,null,35,9,and,and,CC,O,CC,9,cc,1,27,1,6,10,6,3,1,0,0,0,0,0,0
sodium,B-material,36,10,sodium,sodium,NN,O,NN,13,compound,0,45,45,0,0,0,0,0,200,0,0,0,0,0
silicate,I-material,37,11,silicate,silic,NN,O,NN,13,compound,0,0,0,0,0,0,0,0,22,0,0,0,0,0
solution,B-descriptor,38,12,solution,solut,NN,O,NN,9,conj,0,345,192,0,145,7,0,1,130,0,0,0,0,0
,,null,39,13,,,,,,,O,_,_,_,0,125,5,12,27,37,44,0,0,0,0,0,0,0
different,null,40,14,different,differ,JJ,O,JJ,17,amod,0,1,0,0,0,0,1,0,0,0,0,0,0,0
molar,B-amt_misc,41,15,molar,molar,JJ,O,JJ,17,amod,0,118,1,116,1,0,0,0,0,0,0,0,0,0
proportions,I-amt_misc,42,16,proportion,proport,NNS,O,NNS,26,nsubjpass,0,0,0,0,0,0,0,0,0,0,0,0,0,0
of,null,43,17,of,of,IN,O,IN,20,case,1,340,2,247,2,0,78,11,1,0,0,0,0,0
sodium,B-material,44,18,sodium,sodium,NN,O,NN,20,compound,0,45,45,0,0,0,0,0,200,0,0,0,0,0
hydroxide,I-material,45,19,hydroxide,hydroxid,NN,O,NN,17,nmod,0,31,27,4,0,0,0,0,58,0,0,0,0,0
and,null,46,20,and,and,CC,O,CC,20,cc,1,27,1,6,10,6,3,1,0,0,0,0,0,0
sodium,B-material,47,21,sodium,sodium,NN,O,NN,24,compound,0,45,45,0,0,0,0,0,200,0,0,0,0,0
silicate,I-material,48,22,silicate,silic,NN,O,NN,24,compound,0,0,0,0,0,0,0,0,22,0,0,0,0,0
solutions,B-descriptor,49,23,solution,solut,NNS,O,NNS,20,conj,0,16,14,0,2,0,0,0,2,0,0,0,0,0
were,null,50,24,were,were,VBD,O,VBD,26,auxpass,1,0,0,0,0,0,0,0,0,0,0,0,0,0
used,B-operation,51,25,used,use,VBN,O,VBN,0,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.,null,52,26,.,.,.,O,_,_,_,0,25,15,0,3,1,0,6,0,0,0,0,0,0

The,null,53,0,The,The,DT,O,DT,2,det,0,0,0,0,0,0,0,0,0,0,0,0,1,0
concentrations,null,54,1,concentration,concentr,NNS,O,NNS,8,nsubj,0,0,0,0,0,0,0,0,0,0,0,0,0,0
of,null,55,2,of,of,IN,O,IN,4,case,1,340,2,247,2,0,78,11,1,0,0,0,0,0
NaOH,B-material,56,3,NaOH,NaOH,NN,O,NN,2,nmod,0,81,78,3,0,0,0,0,1,0,0,0,1,0
selected,null,57,4,selected,select,VBN,O,VBN,4,acl,0,0,0,0,0,0,0,0,0,0,0,0,0,0
were,null,58,5,were,were,VBD,O,VBD,8,cop,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,B-number,59,6,8,8,CD,O,CD,8,nummod,0,34,0,3,0,0,31,0,0,0,1,1,0,0
M,B-amt_unit,60,7,M,M,NN,O,NN,0,root,0,67,1,66,0,0,0,0,108,0,0,0,1,1
,,null,61,8,,,,,,,O,_,_,_,0,125,5,12,27,37,44,0,0,0,0,0,0,0
10,B-number,62,9,10,10,CD,O,CD,11,nummod,0,140,1,55,0,0,84,0,0,0,1,1,0,0
M,B-amt_unit,63,10,M,M,NN,O,NN,8,conj,0,67,1,66,0,0,0,0,108,0,0,0,1,1
,,null,64,11,,,,,,,O,_,_,_,0,125,5,12,27,37,44,0,0,0,0,0,0,0
12,B-number,65,12,12,12,CD,O,CD,14,nummod,0,57,0,1,0,0,52,4,0,0,1,1,0,0
M,B-amt_unit,66,13,M,M,NN,O,NN,8,conj,0,67,1,66,0,0,0,0,108,0,0,0,1,1
and,null,67,14,and,and,CC,O,CC,8,cc,1,27,1,6,10,6,3,1,0,0,0,0,0,0
18,B-number,68,15,18,18,CD,O,CD,20,nummod,0,3,0,1,0,0,2,0,0,0,1,1,0,0
M.,B-amt_unit,69,16,M.,M.,NNP,O,NNP,20,compound,0,0,0,0,0,0,0,0,1,0,0,0,1,1
The,null,70,17,The,The,NNP,O,NNP,20,compound,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sodium,B-material,71,18,sodium,sodium,NN,O,NN,20,compound,0,45,45,0,0,0,0,0,200,0,0,0,0,0
hydroxide,I-material,72,19,hydroxide,hydroxid,NN,O,NN,8,conj,0,31,27,4,0,0,0,0,58,0,0,0,0,0
and,null,73,20,and,and,CC,O,CC,8,cc,1,27,1,6,10,6,3,1,0,0,0,0,0,0
sodium,B-material,74,21,sodium,sodium,NN,O,NN,25,compound,0,45,45,0,0,0,0,0,200,0,0,0,0,0
silicate,I-material,75,22,silicate,silic,NN,O,NN,25,compound,0,0,0,0,0,0,0,0,22,0,0,0,0,0
solution,B-descriptor,76,23,solution,solut,NN,O,NN,25,compound,0,345,192,0,145,7,0,1,130,0,0,0,0,0
proportions,B-amt_misc,77,24,proportion,proport,NNS,O,NNS,27,nsubjpass,0,0,0,0,0,0,0,0,0,0,0,0,0,0
were,null,78,25,were,were,VBD,O,VBD,27,auxpass,1,0,0,0,0,0,0,0,0,0,0,0,0,0
taken,B-operation,79,26,taken,taken,VBN,O,VBN,8,conj,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in,null,80,27,in,in,IN,O,IN,30,case,1,7,0,4,0,0,3,0,8,0,0,0,0,0
different,null,81,28,different,differ,JJ,O,JJ,30,amod,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ratios,B-amt_misc,82,29,ratio,ratio,NNS,O,NNS,27,nmod,0,10,0,10,0,0,0,0,0,0,0,0,0,0
ranging,null,83,30,ranging,rang,VBG,O,VBG,30,acl,0,0,0,0,0,0,0,0,0,1,0,0,0,0
from,null,84,31,from,from,IN,O,IN,35,case,1,39,0,0,0,2,37,0,0,0,0,0,0,0
0.5,B-number,85,32,0.5,0.5,CD,O,CD,35,compound,0,57,1,34,0,0,22,0,0,0,1,0,0,0
to,null,86,33,to,to,TO,O,TO,35,dep,1,80,0,20,0,14,46,0,0,0,0,0,0,0
2.5,B-number,87,34,2.5,2.5,CD,O,CD,31,nmod,0,4,0,4,0,0,0,0,0,0,1,0,0,0
.,null,88,35,.,.,.,O,_,_,_,0,25,15,0,3,1,0,6,0,0,0,0,0,0

Distilled,B-descriptor,89,0,Distilled,Distil,NNP,O,NNP,2,compound,0,1,0,0,1,0,0,0,2,0,0,0,1,0
water,B-material,90,1,water,water,NN,O,NN,4,nsubjpass,0,396,374,0,19,0,0,3,19,0,0,0,0,0
was,null,91,2,wa,wa,VBD,O,VBD,4,auxpass,1,13,0,13,0,0,0,0,0,0,0,0,0,0
used,B-operation,92,3,used,use,VBN,O,VBN,0,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0
to,null,93,4,to,to,TO,O,TO,6,mark,1,80,0,20,0,14,46,0,0,0,0,0,0,0
dissolve,B-operation,94,5,dissolve,dissolv,VB,O,VB,4,xcomp,0,3,0,0,0,2,1,0,0,0,0,0,0,0
the,null,95,6,the,the,DT,O,DT,9,det,1,40,0,20,0,4,12,4,0,0,0,0,0,0
sodium,B-material,96,7,sodium,sodium,NN,O,NN,9,compound,0,45,45,0,0,0,0,0,200,0,0,0,0,0
hydroxide,I-material,97,8,hydroxide,hydroxid,NN,O,NN,10,nsubj,0,31,27,4,0,0,0,0,58,0,0,0,0,0
flakes,B-descriptor,98,9,flake,flake,VBZ,O,VBZ,6,ccomp,0,0,0,0,0,0,0,0,0,0,0,0,0,0
to,null,99,10,to,to,TO,O,TO,12,mark,1,80,0,20,0,14,46,0,0,0,0,0,0,0
avoid,null,100,11,avoid,avoid,VB,O,VB,10,xcomp,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the,null,101,12,the,the,DT,O,DT,14,det,1,40,0,20,0,4,12,4,0,0,0,0,0,0
effect,null,102,13,effect,effect,NN,O,NN,12,dobj,0,0,0,0,0,0,0,0,0,0,0,0,0,0
of,null,103,14,of,of,IN,O,IN,17,case,1,340,2,247,2,0,78,11,1,0,0,0,0,0
unknown,null,104,15,unknown,unknown,JJ,O,JJ,17,amod,0,0,0,0,0,0,0,0,1,0,0,0,0,0
contaminants,B-intrmed,105,16,contaminant,contamin,NNS,O,NNS,14,nmod,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in,null,106,17,in,in,IN,O,IN,21,case,1,7,0,4,0,0,3,0,8,0,0,0,0,0
the,null,107,18,the,the,DT,O,DT,21,det,1,40,0,20,0,4,12,4,0,0,0,0,0,0
mixing,B-operation,108,19,mixing,mix,JJ,O,JJ,21,amod,0,2,0,0,0,2,0,0,0,1,0,0,0,0
water,B-material,109,20,water,water,NN,O,NN,12,nmod,0,396,374,0,19,0,0,3,19,0,0,0,0,0
.,null,110,21,.,.,.,O,_,_,_,0,25,15,0,3,1,0,6,0,0,0,0,0,0

Soon,null,111,0,Soon,Soon,RB,O,RB,8,advmod,0,0,0,0,0,0,0,0,0,0,0,0,1,0
after,null,112,1,after,after,IN,O,IN,8,mark,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the,null,113,2,the,the,DT,O,DT,8,nsubj,1,40,0,20,0,4,12,4,0,0,0,0,0,0
mixing,null,114,3,mixing,mix,VBG,O,VBG,3,amod,0,2,0,0,0,2,0,0,0,1,0,0,0,0
of,null,115,4,of,of,IN,O,IN,7,case,1,340,2,247,2,0,78,11,1,0,0,0,0,0
sodium,B-material,116,5,sodium,sodium,NN,O,NN,7,compound,0,45,45,0,0,0,0,0,200,0,0,0,0,0
hydroxide,I-material,117,6,hydroxide,hydroxid,NN,O,NN,3,nmod,0,31,27,4,0,0,0,0,58,0,0,0,0,0
flakes,B-descriptor,118,7,flake,flake,VBZ,O,VBZ,18,advcl,0,0,0,0,0,0,0,0,0,0,0,0,0,0
with,null,119,8,with,with,IN,O,IN,10,case,1,69,0,1,2,61,1,4,0,0,0,0,0,0
water,B-material,120,9,water,water,NN,O,NN,8,nmod,0,396,374,0,19,0,0,3,19,0,0,0,0,0
,,null,121,10,,,,,,,O,_,_,_,0,125,5,12,27,37,44,0,0,0,0,0,0,0
the,null,122,11,the,the,DT,O,DT,13,det,1,40,0,20,0,4,12,4,0,0,0,0,0,0
vessel,null,123,12,vessel,vessel,NN,O,NN,18,nsubjpass,0,18,0,0,0,0,0,18,0,0,0,0,0,0
containing,null,124,13,containing,contain,VBG,O,VBG,13,acl,0,8,4,0,0,4,0,0,0,1,0,0,0,0
the,null,125,14,the,the,DT,O,DT,16,det,1,40,0,20,0,4,12,4,0,0,0,0,0,0
mix,B-intrmed,126,15,mix,mix,NN,O,NN,14,dobj,0,1,0,0,1,0,0,0,0,0,0,0,0,0
is,null,127,16,is,is,VBZ,O,VBZ,18,auxpass,1,0,0,0,0,0,0,0,1,0,0,0,0,0
cooled,B-operation,128,17,cooled,cool,VBN,O,VBN,0,root,0,152,0,0,0,152,0,0,0,0,0,0,0,0
by,null,129,18,by,by,IN,O,IN,20,mark,1,129,1,0,0,125,3,0,1,0,0,0,0,0
keeping,B-operation,130,19,keeping,keep,VBG,O,VBG,18,advcl,0,0,0,0,0,0,0,0,0,1,0,0,0,0
in,null,131,20,in,in,IN,O,IN,24,case,1,7,0,4,0,0,3,0,8,0,0,0,0,0
a,null,132,21,a,a,DT,O,DT,24,det,1,10,0,0,0,5,2,3,7220,0,0,0,0,0
water,B-material,133,22,water,water,NN,O,NN,24,compound,0,396,374,0,19,0,0,3,19,0,0,0,0,0
bath,null,134,23,bath,bath,NN,O,NN,20,nmod,0,19,0,0,0,0,1,18,0,0,0,0,0,0
to,null,135,24,to,to,TO,O,TO,26,mark,1,80,0,20,0,14,46,0,0,0,0,0,0,0
avoid,B-operation,136,25,avoid,avoid,VB,O,VB,20,xcomp,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the,null,137,26,the,the,DT,O,DT,26,dobj,1,40,0,20,0,4,12,4,0,0,0,0,0,0
boiling,null,138,27,boiling,boil,VBG,O,VBG,27,amod,0,0,0,0,0,0,0,0,0,1,0,0,0,0
of,null,139,28,of,of,IN,O,IN,31,case,1,340,2,247,2,0,78,11,1,0,0,0,0,0
the,null,140,29,the,the,DT,O,DT,31,det,1,40,0,20,0,4,12,4,0,0,0,0,0,0
solution,B-intrmed,141,30,solution,solut,NN,O,NN,27,nmod,0,345,192,0,145,7,0,1,130,0,0,0,0,0
.,null,142,31,.,.,.,O,_,_,_,0,25,15,0,3,1,0,6,0,0,0,0,0,0

The,null,143,0,The,The,DT,O,DT,2,det,0,0,0,0,0,0,0,0,0,0,0,0,1,0
alkaline,B-descriptor,144,1,alkaline,alkalin,NN,O,NN,3,nsubj,0,2,0,0,2,0,0,0,0,0,0,0,0,0
mixes,B-intrmed,145,2,mix,mix,VBZ,O,VBZ,0,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0
were,null,146,3,were,were,VBD,O,VBD,5,auxpass,1,0,0,0,0,0,0,0,0,0,0,0,0,0
made,B-operation,147,4,made,made,VBN,O,VBN,3,ccomp,0,0,0,0,0,0,0,0,0,0,0,0,0,0
one,null,148,5,one,one,CD,O,CD,7,nummod,0,1,0,0,0,0,1,0,6210,0,0,0,0,0
day,null,149,6,day,day,NN,O,NN,8,nmod:npmod,0,36,0,0,0,0,36,0,0,0,0,0,0,0
prior,null,150,7,prior,prior,RB,O,RB,5,advmod,0,0,0,0,0,0,0,0,0,0,0,0,0,0
